3.79917e+51	5.17681e+129	1.33012e+103	5.73202e+103	3.12703e+79	1.6535e+130	4.68916e+77	7.40854e+54	5.63895e+79	7.82846e+142	
3.36805e+152	1.9568e+54	1.42006e+70	1.63485e+89	1.50033e+83	9.26726e+71	7.00741e+78	1.4938e+83	1.96491e+48	4.95855e+88	
1.54629e+160	8.76101e+104	2.29917e+115	1.40769e+153	5.52833e+84	4.02753e+101	8.8618e+110	8.06085e+115	9.51414e+93	2.38109e+99	
8.67447e+82	7.81674e+116	4.49257e+131	6.85041e+89	8.58285e+198	6.24191e+80	5.15976e+110	1.50899e+86	7.75142e+107	3.47498e+30	
4.05536e+105	4.71213e+59	6.80716e+86	4.09814e+55	5.38602e+92	1.64813e+114	1.36161e+82	7.53477e+77	1.27299e+67	5.00656e+66	
2.34194e+52	2.01755e+38	2.49842e+106	4.20639e+63	1.26981e+148	1.19281e+86	4.36084e+84	1.14845e+113	5.37174e+61	1.07489e+62	
1.86898e+66	1.16239e+112	8.11183e+121	4.54086e+59	2.81099e+167	2.10961e+45	3.57615e+123	1.93651e+70	3.43365e+120	4.75971e+68	
1.8822e+122	1.51083e+94	7.23959e+129	1.51378e+86	2.57271e+208	7.22344e+73	1.90374e+77	9.1312e+80	1.16777e+80	6.01182e+102	
5.04386e+135	1.99396e+68	4.18705e+76	5.44077e+87	8.08082e+175	1.35106e+85	1.99097e+100	3.50535e+102	3.42896e+97	1.38407e+52	
1.42775e+94	7.7073e+28	5.91449e+17	6.48013e+17	1.48821e+44	2.31378e+53	1.40844e+39	4.30522e+37	3.20527e+27	5.53494e+26	
9.03105e+15	1.85597e+34	8.61965e+41	1.90191e+53	4.19999e+30	5.00336e+108	2.40753e+109	1.56071e+78	5.01499e+103	1.55612e+87	
1.42287e+41	6.94971e+106	3.8702e+91	1.40288e+97	3.27827e+106	1.06793e+100	1.60517e+86	5.7537e+87	1.36914e+94	9.47628e+84	
8.27345e+93	1.06554e+86	1.61953e+86	6.18251e+85	2.92965e+99	1.88875e+59	1.92228e+86	1.51418e+123	1.83441e+90	4.18954e+19	
7.89097e+104	1.61744e+106	1.09211e+79	2.00373e+69	2.50408e+78	6.7509e+75	2.64573e+85	4.23348e+68	1.81219e+18	3.30889e+104	
1.28474e+107	6.93747e+95	5.64034e+115	7.58397e+79	1.35471e+59	3.67214e+93	6.96527e+91	6.97213e+36	1.57948e+102	5.80322e+107	
6.6266e+110	1.41124e+82	2.56482e+101	3.43495e+97	9.22687e+79	4.71114e+91	1.21366e+31	9.70276e+98	8.38173e+91	3.9479e+79	
1.50239e+86	1.08386e+89	1.20792e+94	2.94883e+112	1.46567e+104	3.023e+29	1.13015e+95	1.45412e+111	3.29751e+105	2.88687e+113	
1.62157e+99	4.36543e+99	5.25829e+101	8.62895e+98	1.14038e+98	8.21638e+37	9.28984e+98	3.541e+105	3.45682e+100	4.21646e+80	
6.74918e+75	5.66402e+70	1.00058e+82	2.52502e+85	1.09072e+84	8.39467e+31	2.36131e+91	5.32454e+100	1.29907e+142	4.19286e+55	
1.20358e+53	1.32054e+81	8.25175e+63	1.05579e+51	6.88501e+72	3.50977e+38	3.84042e+59	3.45816e+62	1.56461e+76	1.77503e+89	
3.33229e+93	2.64088e+64	1.68477e+99	5.88093e+104	3.22706e+97	5.43948e+17	1.21366e+31	5.52496e+21	2.98423e+23	4.47453e+20	
5.6689e+31	3.0002e+33	3.24679e+15	1.62857e+26	3.56259e+39	3.58592e+32	1.28939e+50	2.26127e+44	2.98831e+46	5.1575e+36	
1.55818e+66	4.3119e+22	2.43233e+29	1.67231e+41	7.74238e+36	3.92018e+24	6.54772e+15	8.79835e+51	7.08166e+51	6.37978e+42	
